Manuf_0001	Retail_0001
Manuf_0213	Manuf_0601
Manuf_0213	Manuf_0608
Manuf_0213	Manuf_0613
Manuf_0213	Manuf_0616
Manuf_0213	Manuf_0619
Manuf_0213	Manuf_0629
Manuf_0213	Manuf_0630
Manuf_0213	Manuf_0633
Manuf_0213	Manuf_0635
Manuf_0213	Manuf_0639
Manuf_0213	Manuf_0640
Manuf_0213	Manuf_0641
Manuf_0213	Manuf_0642
Manuf_0213	Manuf_0644
Manuf_0213	Manuf_0646
Manuf_0213	Manuf_0648
Manuf_0213	Manuf_0650
Manuf_0213	Retail_0213
Manuf_0214	Retail_0214
Manuf_0215	Manuf_0628
Manuf_0215	Manuf_0645
Manuf_0215	Retail_0215
Manuf_0216	Retail_0216
Manuf_0217	Retail_0217
Manuf_0218	Retail_0218
Manuf_0219	Manuf_0602
Manuf_0219	Manuf_0617
Manuf_0219	Manuf_0618
Manuf_0219	Manuf_0628
Manuf_0219	Manuf_0634
Manuf_0219	Manuf_0637
Manuf_0219	Manuf_0645
Manuf_0219	Retail_0219
Manuf_0220	Manuf_0591
Manuf_0220	Manuf_0615
Manuf_0220	Manuf_0635
Manuf_0220	Manuf_0638
Manuf_0220	Manuf_0649
Manuf_0220	Retail_0220
Manuf_0221	Manuf_0654
Manuf_0221	Manuf_0655
Manuf_0221	Manuf_0658
Manuf_0221	Manuf_0659
Manuf_0221	Manuf_0660
Manuf_0221	Manuf_0661
Manuf_0221	Manuf_0662
Manuf_0221	Manuf_0663
Manuf_0221	Manuf_0665
Manuf_0221	Manuf_0667
Manuf_0221	Manuf_0670
Manuf_0221	Manuf_0671
Manuf_0221	Manuf_0672
Manuf_0221	Retail_0221
Manuf_0222	Retail_0222
Manuf_0223	Retail_0223
Manuf_0224	Retail_0224
Manuf_0225	Retail_0225
Manuf_0226	Retail_0226
Manuf_0227	Retail_0227
Manuf_0228	Retail_0228
Manuf_0229	Retail_0229
Manuf_0230	Retail_0230
Manuf_0231	Manuf_0628
Manuf_0231	Manuf_0645
Manuf_0231	Retail_0231
Manuf_0232	Retail_0232
Manuf_0233	Retail_0233
Manuf_0234	Manuf_0601
Manuf_0234	Manuf_0608
Manuf_0234	Manuf_0613
Manuf_0234	Manuf_0619
Manuf_0234	Manuf_0630
Manuf_0234	Manuf_0633
Manuf_0234	Manuf_0639
Manuf_0234	Manuf_0640
Manuf_0234	Manuf_0644
Manuf_0234	Manuf_0646
Manuf_0234	Manuf_0648
Manuf_0234	Retail_0234
Manuf_0235	Manuf_0593
Manuf_0235	Manuf_0616
Manuf_0235	Manuf_0629
Manuf_0235	Retail_0235
Manuf_0236	Manuf_0600
Manuf_0236	Manuf_0603
Manuf_0236	Manuf_0611
Manuf_0236	Manuf_0668
Manuf_0236	Retail_0236
Manuf_0237	Manuf_0591
Manuf_0237	Manuf_0592
Manuf_0237	Manuf_0594
Manuf_0237	Manuf_0600
Manuf_0237	Manuf_0603
Manuf_0237	Manuf_0604
Manuf_0237	Manuf_0607
Manuf_0237	Manuf_0609
Manuf_0237	Manuf_0611
Manuf_0237	Manuf_0622
Manuf_0237	Manuf_0628
Manuf_0237	Manuf_0635
Manuf_0237	Manuf_0641
Manuf_0237	Manuf_0642
Manuf_0237	Manuf_0645
Manuf_0237	Manuf_0650
Manuf_0237	Retail_0237
Manuf_0238	Retail_0238
Manuf_0239	Retail_0239
Manuf_0240	Retail_0240
Manuf_0241	Retail_0241
Manuf_0242	Manuf_0593
Manuf_0242	Manuf_0594
Manuf_0242	Manuf_0600
Manuf_0242	Manuf_0601
Manuf_0242	Manuf_0602
Manuf_0242	Manuf_0603
Manuf_0242	Manuf_0604
Manuf_0242	Manuf_0607
Manuf_0242	Manuf_0608
Manuf_0242	Manuf_0609
Manuf_0242	Manuf_0611
Manuf_0242	Manuf_0613
Manuf_0242	Manuf_0616
Manuf_0242	Manuf_0617
Manuf_0242	Manuf_0618
Manuf_0242	Manuf_0629
Manuf_0242	Manuf_0630
Manuf_0242	Manuf_0633
Manuf_0242	Manuf_0634
Manuf_0242	Manuf_0637
Manuf_0242	Manuf_0639
Manuf_0242	Manuf_0644
Manuf_0242	Manuf_0646
Manuf_0242	Manuf_0668
Manuf_0242	Retail_0242
Manuf_0243	Retail_0243
Manuf_0244	Manuf_0591
Manuf_0244	Manuf_0592
Manuf_0244	Manuf_0615
Manuf_0244	Manuf_0619
Manuf_0244	Manuf_0622
Manuf_0244	Manuf_0635
Manuf_0244	Manuf_0638
Manuf_0244	Manuf_0640
Manuf_0244	Manuf_0641
Manuf_0244	Manuf_0642
Manuf_0244	Manuf_0648
Manuf_0244	Manuf_0649
Manuf_0244	Manuf_0650
Manuf_0244	Retail_0244
Manuf_0245	Manuf_0622
Manuf_0245	Retail_0245
Manuf_0246	Manuf_0628
Manuf_0246	Manuf_0645
Manuf_0246	Retail_0246
Manuf_0247	Retail_0247
Manuf_0248	Manuf_0628
Manuf_0248	Manuf_0645
Manuf_0248	Retail_0248
Manuf_0249	Retail_0249
Manuf_0250	Manuf_0622
Manuf_0250	Manuf_0628
Manuf_0250	Manuf_0645
Manuf_0250	Retail_0250
Manuf_0251	Retail_0251
Manuf_0252	Retail_0252
Manuf_0253	Manuf_0591
Manuf_0253	Manuf_0615
Manuf_0253	Manuf_0630
Manuf_0253	Manuf_0635
Manuf_0253	Manuf_0638
Manuf_0253	Manuf_0640
Manuf_0253	Manuf_0646
Manuf_0253	Manuf_0648
Manuf_0253	Manuf_0649
Manuf_0253	Manuf_0668
Manuf_0253	Retail_0253
Manuf_0254	Manuf_0628
Manuf_0254	Manuf_0645
Manuf_0254	Retail_0254
Manuf_0255	Manuf_0659
Manuf_0255	Manuf_0669
Manuf_0255	Manuf_0670
Manuf_0255	Retail_0255
Manuf_0256	Manuf_0656
Manuf_0256	Manuf_0658
Manuf_0256	Manuf_0661
Manuf_0256	Manuf_0662
Manuf_0256	Manuf_0663
Manuf_0256	Manuf_0665
Manuf_0256	Manuf_0667
Manuf_0256	Manuf_0672
Manuf_0256	Retail_0256
Manuf_0257	Retail_0257
Manuf_0258	Retail_0258
Manuf_0259	Retail_0259
Manuf_0260	Retail_0260
Manuf_0261	Retail_0261
Manuf_0262	Manuf_0628
Manuf_0262	Manuf_0645
Manuf_0262	Retail_0262
Manuf_0263	Retail_0263
Manuf_0264	Retail_0264
Manuf_0265	Manuf_0591
Manuf_0265	Manuf_0615
Manuf_0265	Manuf_0635
Manuf_0265	Manuf_0638
Manuf_0265	Manuf_0640
Manuf_0265	Manuf_0649
Manuf_0265	Retail_0265
Manuf_0266	Retail_0266
Manuf_0267	Retail_0267
Manuf_0268	Manuf_0619
Manuf_0268	Manuf_0622
Manuf_0268	Retail_0268
Manuf_0269	Retail_0269
Manuf_0270	Manuf_0592
Manuf_0270	Manuf_0602
Manuf_0270	Manuf_0604
Manuf_0270	Manuf_0607
Manuf_0270	Manuf_0617
Manuf_0270	Manuf_0618
Manuf_0270	Manuf_0634
Manuf_0270	Manuf_0637
Manuf_0270	Manuf_0641
Manuf_0270	Manuf_0642
Manuf_0270	Manuf_0650
Manuf_0270	Retail_0270
Manuf_0271	Retail_0271
Manuf_0272	Retail_0272
Manuf_0273	Manuf_0648
Manuf_0273	Retail_0273
Manuf_0274	Manuf_0628
Manuf_0274	Manuf_0645
Manuf_0274	Retail_0274
Manuf_0275	Manuf_0658
Manuf_0275	Manuf_0661
Manuf_0275	Manuf_0662
Manuf_0275	Manuf_0663
Manuf_0275	Retail_0275
Manuf_0276	Retail_0276
Manuf_0277	Manuf_0646
Manuf_0277	Retail_0277
Manuf_0278	Retail_0278
Manuf_0279	Manuf_0668
Manuf_0279	Retail_0279
Manuf_0280	Retail_0280
Manuf_0281	Retail_0281
Manuf_0282	Retail_0282
Manuf_0283	Retail_0283
Manuf_0284	Retail_0284
Manuf_0285	Retail_0285
Manuf_0286	Retail_0286
Manuf_0287	Retail_0287
Manuf_0288	Manuf_0617
Manuf_0288	Manuf_0659
Manuf_0288	Manuf_0663
Manuf_0288	Manuf_0668
Manuf_0288	Manuf_0669
Manuf_0288	Retail_0288
Manuf_0289	Retail_0289
Manuf_0290	Retail_0290
Manuf_0291	Retail_0291
Manuf_0292	Manuf_0654
Manuf_0292	Manuf_0655
Manuf_0292	Manuf_0656
Manuf_0292	Manuf_0657
Manuf_0292	Manuf_0661
Manuf_0292	Manuf_0664
Manuf_0292	Manuf_0665
Manuf_0292	Manuf_0666
Manuf_0292	Manuf_0667
Manuf_0292	Manuf_0670
Manuf_0292	Manuf_0671
Manuf_0292	Manuf_0672
Manuf_0292	Retail_0292
Manuf_0293	Manuf_0591
Manuf_0293	Manuf_0592
Manuf_0293	Manuf_0593
Manuf_0293	Manuf_0594
Manuf_0293	Manuf_0600
Manuf_0293	Manuf_0601
Manuf_0293	Manuf_0603
Manuf_0293	Manuf_0604
Manuf_0293	Manuf_0607
Manuf_0293	Manuf_0608
Manuf_0293	Manuf_0609
Manuf_0293	Manuf_0611
Manuf_0293	Manuf_0613
Manuf_0293	Manuf_0616
Manuf_0293	Manuf_0617
Manuf_0293	Manuf_0619
Manuf_0293	Manuf_0628
Manuf_0293	Manuf_0629
Manuf_0293	Manuf_0630
Manuf_0293	Manuf_0633
Manuf_0293	Manuf_0634
Manuf_0293	Manuf_0635
Manuf_0293	Manuf_0639
Manuf_0293	Manuf_0640
Manuf_0293	Manuf_0641
Manuf_0293	Manuf_0642
Manuf_0293	Manuf_0644
Manuf_0293	Manuf_0646
Manuf_0293	Manuf_0648
Manuf_0293	Manuf_0650
Manuf_0293	Retail_0293
Manuf_0294	Manuf_0628
Manuf_0294	Manuf_0645
Manuf_0294	Retail_0294
Manuf_0295	Manuf_0591
Manuf_0295	Manuf_0615
Manuf_0295	Manuf_0628
Manuf_0295	Manuf_0630
Manuf_0295	Manuf_0635
Manuf_0295	Manuf_0638
Manuf_0295	Manuf_0640
Manuf_0295	Manuf_0645
Manuf_0295	Manuf_0646
Manuf_0295	Manuf_0648
Manuf_0295	Manuf_0649
Manuf_0295	Retail_0295
Manuf_0296	Manuf_0592
Manuf_0296	Manuf_0593
Manuf_0296	Manuf_0594
Manuf_0296	Manuf_0601
Manuf_0296	Manuf_0602
Manuf_0296	Manuf_0604
Manuf_0296	Manuf_0607
Manuf_0296	Manuf_0608
Manuf_0296	Manuf_0609
Manuf_0296	Manuf_0613
Manuf_0296	Manuf_0616
Manuf_0296	Manuf_0617
Manuf_0296	Manuf_0618
Manuf_0296	Manuf_0619
Manuf_0296	Manuf_0622
Manuf_0296	Manuf_0629
Manuf_0296	Manuf_0633
Manuf_0296	Manuf_0634
Manuf_0296	Manuf_0637
Manuf_0296	Manuf_0639
Manuf_0296	Manuf_0641
Manuf_0296	Manuf_0642
Manuf_0296	Manuf_0644
Manuf_0296	Manuf_0650
Manuf_0296	Retail_0296
Manuf_0297	Manuf_0591
Manuf_0297	Manuf_0592
Manuf_0297	Manuf_0602
Manuf_0297	Manuf_0607
Manuf_0297	Manuf_0611
Manuf_0297	Manuf_0615
Manuf_0297	Manuf_0618
Manuf_0297	Manuf_0622
Manuf_0297	Manuf_0628
Manuf_0297	Manuf_0634
Manuf_0297	Manuf_0635
Manuf_0297	Manuf_0637
Manuf_0297	Manuf_0638
Manuf_0297	Manuf_0641
Manuf_0297	Manuf_0642
Manuf_0297	Manuf_0645
Manuf_0297	Manuf_0649
Manuf_0297	Manuf_0650
Manuf_0297	Retail_0297
Manuf_0298	Retail_0298
Manuf_0299	Manuf_0668
Manuf_0299	Retail_0299
Manuf_0300	Manuf_0602
Manuf_0300	Manuf_0615
Manuf_0300	Manuf_0622
Manuf_0300	Manuf_0628
Manuf_0300	Manuf_0634
Manuf_0300	Manuf_0637
Manuf_0300	Manuf_0638
Manuf_0300	Manuf_0645
Manuf_0300	Manuf_0649
Manuf_0300	Manuf_0657
Manuf_0300	Retail_0300
Manuf_0301	Manuf_0618
Manuf_0301	Retail_0301
Manuf_0302	Retail_0302
Manuf_0303	Retail_0303
Manuf_0304	Manuf_0592
Manuf_0304	Manuf_0594
Manuf_0304	Manuf_0600
Manuf_0304	Manuf_0601
Manuf_0304	Manuf_0603
Manuf_0304	Manuf_0604
Manuf_0304	Manuf_0607
Manuf_0304	Manuf_0608
Manuf_0304	Manuf_0609
Manuf_0304	Manuf_0611
Manuf_0304	Manuf_0613
Manuf_0304	Manuf_0617
Manuf_0304	Manuf_0619
Manuf_0304	Manuf_0622
Manuf_0304	Manuf_0641
Manuf_0304	Manuf_0642
Manuf_0304	Retail_0304
Manuf_0305	Retail_0305
Manuf_0306	Manuf_0602
Manuf_0306	Manuf_0618
Manuf_0306	Manuf_0634
Manuf_0306	Manuf_0637
Manuf_0306	Retail_0306
Manuf_0307	Retail_0307
Manuf_0308	Retail_0308
Manuf_0309	Retail_0309
Manuf_0310	Retail_0310
Manuf_0311	Retail_0311
Manuf_0312	Retail_0312
Manuf_0313	Manuf_0628
Manuf_0313	Manuf_0645
Manuf_0313	Retail_0313
Manuf_0314	Retail_0314
Manuf_0315	Retail_0315
Manuf_0316	Retail_0316
Manuf_0317	Retail_0317
Manuf_0318	Retail_0318
Manuf_0319	Retail_0319
Manuf_0320	Retail_0320
Manuf_0321	Manuf_0602
Manuf_0321	Manuf_0615
Manuf_0321	Manuf_0618
Manuf_0321	Manuf_0622
Manuf_0321	Manuf_0638
Manuf_0321	Manuf_0649
Manuf_0321	Manuf_0656
Manuf_0321	Manuf_0658
Manuf_0321	Manuf_0659
Manuf_0321	Manuf_0661
Manuf_0321	Manuf_0662
Manuf_0321	Manuf_0663
Manuf_0321	Manuf_0665
Manuf_0321	Manuf_0670
Manuf_0321	Manuf_0672
Manuf_0321	Retail_0321
Manuf_0322	Manuf_0594
Manuf_0322	Manuf_0600
Manuf_0322	Manuf_0603
Manuf_0322	Manuf_0604
Manuf_0322	Manuf_0609
Manuf_0322	Manuf_0617
Manuf_0322	Retail_0322
Manuf_0323	Manuf_0601
Manuf_0323	Manuf_0608
Manuf_0323	Manuf_0613
Manuf_0323	Manuf_0619
Manuf_0323	Manuf_0630
Manuf_0323	Manuf_0633
Manuf_0323	Manuf_0639
Manuf_0323	Manuf_0640
Manuf_0323	Manuf_0644
Manuf_0323	Manuf_0646
Manuf_0323	Manuf_0648
Manuf_0323	Retail_0323
Manuf_0324	Manuf_0602
Manuf_0324	Manuf_0607
Manuf_0324	Manuf_0611
Manuf_0324	Manuf_0615
Manuf_0324	Manuf_0618
Manuf_0324	Manuf_0622
Manuf_0324	Manuf_0634
Manuf_0324	Manuf_0637
Manuf_0324	Manuf_0638
Manuf_0324	Manuf_0649
Manuf_0324	Manuf_0660
Manuf_0324	Manuf_0668
Manuf_0324	Manuf_0670
Manuf_0324	Retail_0324
Manuf_0325	Manuf_0591
Manuf_0325	Manuf_0592
Manuf_0325	Manuf_0635
Manuf_0325	Manuf_0641
Manuf_0325	Manuf_0642
Manuf_0325	Manuf_0650
Manuf_0325	Retail_0325
Manuf_0326	Manuf_0615
Manuf_0326	Manuf_0638
Manuf_0326	Manuf_0649
Manuf_0326	Retail_0326
Manuf_0327	Manuf_0591
Manuf_0327	Manuf_0592
Manuf_0327	Manuf_0619
Manuf_0327	Manuf_0635
Manuf_0327	Manuf_0640
Manuf_0327	Manuf_0641
Manuf_0327	Manuf_0642
Manuf_0327	Manuf_0648
Manuf_0327	Manuf_0650
Manuf_0327	Retail_0327
Manuf_0328	Manuf_0656
Manuf_0328	Manuf_0658
Manuf_0328	Manuf_0659
Manuf_0328	Manuf_0661
Manuf_0328	Manuf_0662
Manuf_0328	Manuf_0663
Manuf_0328	Manuf_0665
Manuf_0328	Manuf_0670
Manuf_0328	Retail_0328
Manuf_0329	Retail_0329
Manuf_0330	Retail_0330
Manuf_0331	Retail_0331
Manuf_0332	Retail_0332
Manuf_0333	Manuf_0593
Manuf_0333	Manuf_0601
Manuf_0333	Manuf_0608
Manuf_0333	Manuf_0613
Manuf_0333	Manuf_0616
Manuf_0333	Manuf_0629
Manuf_0333	Manuf_0630
Manuf_0333	Manuf_0633
Manuf_0333	Manuf_0639
Manuf_0333	Manuf_0644
Manuf_0333	Manuf_0646
Manuf_0333	Retail_0333
Manuf_0334	Retail_0334
Manuf_0335	Retail_0335
Manuf_0336	Retail_0336
Manuf_0337	Retail_0337
Manuf_0338	Manuf_0622
Manuf_0338	Retail_0338
Manuf_0339	Retail_0339
Manuf_0340	Manuf_0602
Manuf_0340	Manuf_0617
Manuf_0340	Manuf_0618
Manuf_0340	Manuf_0634
Manuf_0340	Manuf_0637
Manuf_0340	Manuf_0654
Manuf_0340	Manuf_0655
Manuf_0340	Manuf_0656
Manuf_0340	Manuf_0657
Manuf_0340	Manuf_0658
Manuf_0340	Manuf_0659
Manuf_0340	Manuf_0660
Manuf_0340	Manuf_0661
Manuf_0340	Manuf_0662
Manuf_0340	Manuf_0663
Manuf_0340	Manuf_0664
Manuf_0340	Manuf_0665
Manuf_0340	Manuf_0666
Manuf_0340	Manuf_0667
Manuf_0340	Manuf_0668
Manuf_0340	Manuf_0669
Manuf_0340	Manuf_0670
Manuf_0340	Manuf_0671
Manuf_0340	Manuf_0672
Manuf_0340	Retail_0340
Manuf_0341	Retail_0341
Manuf_0342	Manuf_0622
Manuf_0342	Retail_0342
Manuf_0343	Manuf_0594
Manuf_0343	Manuf_0600
Manuf_0343	Manuf_0603
Manuf_0343	Manuf_0604
Manuf_0343	Manuf_0607
Manuf_0343	Manuf_0609
Manuf_0343	Retail_0343
Manuf_0344	Retail_0344
Manuf_0345	Manuf_0611
Manuf_0345	Retail_0345
Manuf_0346	Manuf_0633
Manuf_0346	Manuf_0639
Manuf_0346	Manuf_0644
Manuf_0346	Manuf_0650
Manuf_0346	Manuf_0660
Manuf_0346	Retail_0346
Manuf_0347	Manuf_0591
Manuf_0347	Manuf_0615
Manuf_0347	Manuf_0628
Manuf_0347	Manuf_0630
Manuf_0347	Manuf_0635
Manuf_0347	Manuf_0638
Manuf_0347	Manuf_0640
Manuf_0347	Manuf_0645
Manuf_0347	Manuf_0646
Manuf_0347	Manuf_0648
Manuf_0347	Manuf_0649
Manuf_0347	Manuf_0668
Manuf_0347	Retail_0347
Manuf_0348	Retail_0348
Manuf_0349	Retail_0349
Manuf_0350	Retail_0350
Manuf_0351	Retail_0351
Manuf_0352	Manuf_0656
Manuf_0352	Manuf_0658
Manuf_0352	Manuf_0661
Manuf_0352	Manuf_0662
Manuf_0352	Manuf_0663
Manuf_0352	Manuf_0670
Manuf_0352	Retail_0352
Manuf_0353	Manuf_0588
Manuf_0353	Manuf_0589
Manuf_0353	Manuf_0595
Manuf_0353	Manuf_0596
Manuf_0353	Manuf_0598
Manuf_0353	Manuf_0599
Manuf_0353	Manuf_0605
Manuf_0353	Manuf_0606
Manuf_0353	Manuf_0610
Manuf_0353	Manuf_0612
Manuf_0353	Manuf_0614
Manuf_0353	Manuf_0620
Manuf_0353	Manuf_0621
Manuf_0353	Manuf_0623
Manuf_0353	Manuf_0624
Manuf_0353	Manuf_0625
Manuf_0353	Manuf_0626
Manuf_0353	Manuf_0627
Manuf_0353	Manuf_0631
Manuf_0353	Manuf_0632
Manuf_0353	Manuf_0636
Manuf_0353	Manuf_0643
Manuf_0353	Manuf_0647
Manuf_0353	Manuf_0651
Manuf_0353	Manuf_0652
Manuf_0353	Retail_0353
Manuf_0354	Manuf_0590
Manuf_0354	Manuf_0597
Manuf_0354	Manuf_0653
Manuf_0354	Retail_0354
Manuf_0355	Manuf_0612
Manuf_0355	Manuf_0627
Manuf_0355	Manuf_0631
Manuf_0355	Retail_0355
Manuf_0356	Manuf_0588
Manuf_0356	Manuf_0589
Manuf_0356	Manuf_0595
Manuf_0356	Manuf_0596
Manuf_0356	Manuf_0605
Manuf_0356	Manuf_0606
Manuf_0356	Manuf_0610
Manuf_0356	Manuf_0614
Manuf_0356	Manuf_0620
Manuf_0356	Manuf_0621
Manuf_0356	Manuf_0623
Manuf_0356	Manuf_0624
Manuf_0356	Manuf_0625
Manuf_0356	Manuf_0626
Manuf_0356	Manuf_0636
Manuf_0356	Manuf_0643
Manuf_0356	Manuf_0647
Manuf_0356	Manuf_0651
Manuf_0356	Manuf_0652
Manuf_0356	Retail_0356
Manuf_0357	Manuf_0612
Manuf_0357	Manuf_0627
Manuf_0357	Manuf_0631
Manuf_0357	Retail_0357
Manuf_0358	Manuf_0588
Manuf_0358	Manuf_0589
Manuf_0358	Manuf_0595
Manuf_0358	Manuf_0596
Manuf_0358	Manuf_0605
Manuf_0358	Manuf_0606
Manuf_0358	Manuf_0610
Manuf_0358	Manuf_0614
Manuf_0358	Manuf_0620
Manuf_0358	Manuf_0621
Manuf_0358	Manuf_0623
Manuf_0358	Manuf_0624
Manuf_0358	Manuf_0625
Manuf_0358	Manuf_0626
Manuf_0358	Manuf_0636
Manuf_0358	Manuf_0643
Manuf_0358	Manuf_0647
Manuf_0358	Manuf_0651
Manuf_0358	Manuf_0652
Manuf_0358	Retail_0358
Manuf_0359	Manuf_0590
Manuf_0359	Manuf_0597
Manuf_0359	Manuf_0653
Manuf_0359	Retail_0359
Manuf_0360	Manuf_0598
Manuf_0360	Manuf_0599
Manuf_0360	Manuf_0632
Manuf_0360	Retail_0360
Manuf_0361	Retail_0361
Manuf_0362	Retail_0362
Manuf_0363	Manuf_0588
Manuf_0363	Manuf_0589
Manuf_0363	Manuf_0595
Manuf_0363	Manuf_0596
Manuf_0363	Manuf_0605
Manuf_0363	Manuf_0606
Manuf_0363	Manuf_0610
Manuf_0363	Manuf_0612
Manuf_0363	Manuf_0614
Manuf_0363	Manuf_0620
Manuf_0363	Manuf_0621
Manuf_0363	Manuf_0623
Manuf_0363	Manuf_0624
Manuf_0363	Manuf_0625
Manuf_0363	Manuf_0626
Manuf_0363	Manuf_0627
Manuf_0363	Manuf_0631
Manuf_0363	Manuf_0636
Manuf_0363	Manuf_0643
Manuf_0363	Manuf_0647
Manuf_0363	Manuf_0651
Manuf_0363	Manuf_0652
Manuf_0363	Retail_0363
Manuf_0364	Manuf_0590
Manuf_0364	Manuf_0597
Manuf_0364	Manuf_0653
Manuf_0364	Retail_0364
Manuf_0365	Manuf_0612
Manuf_0365	Manuf_0627
Manuf_0365	Manuf_0631
Manuf_0365	Retail_0365
Manuf_0366	Manuf_0588
Manuf_0366	Manuf_0589
Manuf_0366	Manuf_0595
Manuf_0366	Manuf_0596
Manuf_0366	Manuf_0605
Manuf_0366	Manuf_0606
Manuf_0366	Manuf_0610
Manuf_0366	Manuf_0614
Manuf_0366	Manuf_0620
Manuf_0366	Manuf_0621
Manuf_0366	Manuf_0623
Manuf_0366	Manuf_0624
Manuf_0366	Manuf_0625
Manuf_0366	Manuf_0626
Manuf_0366	Manuf_0636
Manuf_0366	Manuf_0643
Manuf_0366	Manuf_0647
Manuf_0366	Manuf_0651
Manuf_0366	Manuf_0652
Manuf_0366	Retail_0366
Manuf_0367	Manuf_0590
Manuf_0367	Manuf_0597
Manuf_0367	Manuf_0653
Manuf_0367	Retail_0367
Manuf_0368	Manuf_0588
Manuf_0368	Manuf_0589
Manuf_0368	Manuf_0595
Manuf_0368	Manuf_0596
Manuf_0368	Manuf_0598
Manuf_0368	Manuf_0599
Manuf_0368	Manuf_0605
Manuf_0368	Manuf_0606
Manuf_0368	Manuf_0610
Manuf_0368	Manuf_0612
Manuf_0368	Manuf_0614
Manuf_0368	Manuf_0620
Manuf_0368	Manuf_0621
Manuf_0368	Manuf_0623
Manuf_0368	Manuf_0624
Manuf_0368	Manuf_0625
Manuf_0368	Manuf_0626
Manuf_0368	Manuf_0627
Manuf_0368	Manuf_0631
Manuf_0368	Manuf_0632
Manuf_0368	Manuf_0636
Manuf_0368	Manuf_0643
Manuf_0368	Manuf_0647
Manuf_0368	Manuf_0651
Manuf_0368	Manuf_0652
Manuf_0368	Retail_0368
Manuf_0369	Manuf_0590
Manuf_0369	Manuf_0597
Manuf_0369	Retail_0369
Manuf_0370	Manuf_0605
Manuf_0370	Manuf_0623
Manuf_0370	Retail_0370
Manuf_0371	Retail_0371
Manuf_0372	Manuf_0588
Manuf_0372	Manuf_0589
Manuf_0372	Manuf_0595
Manuf_0372	Manuf_0596
Manuf_0372	Manuf_0598
Manuf_0372	Manuf_0599
Manuf_0372	Manuf_0605
Manuf_0372	Manuf_0606
Manuf_0372	Manuf_0610
Manuf_0372	Manuf_0612
Manuf_0372	Manuf_0614
Manuf_0372	Manuf_0620
Manuf_0372	Manuf_0621
Manuf_0372	Manuf_0623
Manuf_0372	Manuf_0624
Manuf_0372	Manuf_0625
Manuf_0372	Manuf_0626
Manuf_0372	Manuf_0627
Manuf_0372	Manuf_0631
Manuf_0372	Manuf_0632
Manuf_0372	Manuf_0636
Manuf_0372	Manuf_0643
Manuf_0372	Manuf_0647
Manuf_0372	Manuf_0651
Manuf_0372	Manuf_0652
Manuf_0372	Retail_0372
Manuf_0373	Manuf_0590
Manuf_0373	Manuf_0597
Manuf_0373	Manuf_0653
Manuf_0373	Retail_0373
Manuf_0374	Retail_0374
Manuf_0375	Manuf_0588
Manuf_0375	Manuf_0589
Manuf_0375	Manuf_0595
Manuf_0375	Manuf_0596
Manuf_0375	Manuf_0598
Manuf_0375	Manuf_0599
Manuf_0375	Manuf_0605
Manuf_0375	Manuf_0606
Manuf_0375	Manuf_0610
Manuf_0375	Manuf_0612
Manuf_0375	Manuf_0614
Manuf_0375	Manuf_0620
Manuf_0375	Manuf_0621
Manuf_0375	Manuf_0623
Manuf_0375	Manuf_0624
Manuf_0375	Manuf_0625
Manuf_0375	Manuf_0626
Manuf_0375	Manuf_0627
Manuf_0375	Manuf_0631
Manuf_0375	Manuf_0632
Manuf_0375	Manuf_0636
Manuf_0375	Manuf_0643
Manuf_0375	Manuf_0647
Manuf_0375	Manuf_0651
Manuf_0375	Manuf_0652
Manuf_0375	Retail_0375
Manuf_0376	Manuf_0614
Manuf_0376	Manuf_0623
Manuf_0376	Manuf_0627
Manuf_0376	Retail_0376
Manuf_0377	Manuf_0595
Manuf_0377	Manuf_0598
Manuf_0377	Manuf_0599
Manuf_0377	Manuf_0605
Manuf_0377	Manuf_0606
Manuf_0377	Manuf_0610
Manuf_0377	Manuf_0614
Manuf_0377	Manuf_0620
Manuf_0377	Manuf_0621
Manuf_0377	Manuf_0623
Manuf_0377	Manuf_0626
Manuf_0377	Manuf_0627
Manuf_0377	Manuf_0631
Manuf_0377	Manuf_0632
Manuf_0377	Manuf_0636
Manuf_0377	Manuf_0643
Manuf_0377	Manuf_0647
Manuf_0377	Manuf_0651
Manuf_0377	Retail_0377
Manuf_0378	Manuf_0590
Manuf_0378	Manuf_0597
Manuf_0378	Retail_0378
Manuf_0379	Manuf_0595
Manuf_0379	Manuf_0598
Manuf_0379	Manuf_0599
Manuf_0379	Manuf_0605
Manuf_0379	Manuf_0606
Manuf_0379	Manuf_0610
Manuf_0379	Manuf_0614
Manuf_0379	Manuf_0620
Manuf_0379	Manuf_0621
Manuf_0379	Manuf_0623
Manuf_0379	Manuf_0626
Manuf_0379	Manuf_0627
Manuf_0379	Manuf_0631
Manuf_0379	Manuf_0632
Manuf_0379	Manuf_0636
Manuf_0379	Manuf_0643
Manuf_0379	Manuf_0647
Manuf_0379	Manuf_0651
Manuf_0379	Retail_0379
Manuf_0380	Manuf_0590
Manuf_0380	Manuf_0597
Manuf_0380	Retail_0380
Manuf_0381	Manuf_0588
Manuf_0381	Manuf_0589
Manuf_0381	Manuf_0595
Manuf_0381	Manuf_0598
Manuf_0381	Manuf_0599
Manuf_0381	Manuf_0605
Manuf_0381	Manuf_0606
Manuf_0381	Manuf_0612
Manuf_0381	Manuf_0614
Manuf_0381	Manuf_0620
Manuf_0381	Manuf_0623
